onet_soc_code,title,job_zone,top_education,top_essential_skills,top_transferable_skills,top_knowledge,top_abilities,hot_technologies,in_demand_technologies,top_career_interests,top_specific_interest_areas,top_tasks,data_source
49-3043.00,Rail Car Repairers,2,High School Diploma or the equivalent (such as a GED),Critical Thinking; Active Listening; Speaking; Monitoring; Reading Comprehension; Writing,Repairing; Troubleshooting; Equipment Maintenance; Operations Monitoring; Quality Control Analysis; Operation and Control,Mechanical; Production and Processing; Design; Administration and Management; Building and Construction; Engineering and Technology,Arm-Hand Steadiness; Control Precision; Manual Dexterity; Multilimb Coordination; Finger Dexterity; Near Vision,Adobe Acrobat; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Microsoft Windows; Microsoft Word; Mozilla Firefox,Disassembler software,Realistic; Second Interest High-Point; Conventional,Engineering; Physical/Manual Labor; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation,"Record conditions of cars, and repair and maintenance work performed or to be performed.; Inspect components such as bearings, seals, gaskets, wheels, and coupler assemblies to determine if repairs are needed.; Repair or replace defective or worn parts such as bearings, pistons, and gears, using hand tools, torque wrenches, power tools, and welding equipment.; Inspect the interior and exterior of rail cars coming into rail yards to identify defects and to determine the extent of wear and damage.; Remove locomotives, car mechanical units, or other components, using pneumatic hoists and jacks, pinch bars, hand tools, and cutting torches.",O*NET
49-3051.00,Motorboat Mechanics and Service Technicians,3,Post-Secondary Certificate,Critical Thinking; Active Listening; Speaking; Monitoring; Reading Comprehension; Writing,Repairing; Equipment Maintenance; Troubleshooting; Operation and Control; Operations Monitoring; Complex Problem Solving,Mechanical; Customer and Personal Service; Computers and Electronics; English Language; Mathematics; Engineering and Technology,Problem Sensitivity; Arm-Hand Steadiness; Deductive Reasoning; Inductive Reasoning; Manual Dexterity; Control Precision,Facebook; Microsoft Excel; Microsoft Office software; Microsoft PowerPoint; Microsoft Word,,Realistic; Second Interest High-Point; Conventional,Engineering; Physical/Manual Labor; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation,"Start motors and monitor performance for signs of malfunctioning, such as smoke, excessive vibration, or misfiring.; Document inspection and test results and work performed or to be performed.; Mount motors to boats, and operate boats at various speeds on waterways to conduct operational tests.; Repair engine mechanical equipment, such as power tilts, bilge pumps, or power take-offs.; Perform routine engine maintenance on motorboats, such as changing oil and filters.",O*NET
49-3052.00,Motorcycle Mechanics,3,High School Diploma or the equivalent (such as a GED),Active Learning; Active Listening; Critical Thinking; Monitoring; Speaking; Reading Comprehension,Repairing; Troubleshooting; Equipment Maintenance; Complex Problem Solving; Judgment and Decision Making; Operation and Control,Mechanical; English Language; Customer and Personal Service; Computers and Electronics; Mathematics; Education and Training,Deductive Reasoning; Finger Dexterity; Inductive Reasoning; Manual Dexterity; Arm-Hand Steadiness; Hearing Sensitivity,Apple iOS; Facebook; Microsoft Excel; Microsoft Office software; Microsoft Word,,Realistic; Second Interest High-Point; Conventional,Engineering; Physical/Manual Labor; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation,"Mount, balance, change, or check condition or pressure of tires.; Replace defective parts, using hand tools, arbor presses, flexible power presses, or power tools.; Dismantle engines and repair or replace defective parts, such as magnetos, carburetors, or generators.; Connect test panels to engines and measure generator output, ignition timing, or other engine performance indicators.; Listen to engines, examine vehicle frames, or confer with customers to determine nature and extent of malfunction or damage.",O*NET
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2,High School Diploma or the equivalent (such as a GED),Critical Thinking; Active Listening; Monitoring; Reading Comprehension; Speaking; Active Learning,Equipment Maintenance; Repairing; Troubleshooting; Operations Monitoring; Equipment Selection; Operation and Control,Mechanical; Customer and Personal Service; English Language; Engineering and Technology; Education and Training; Transportation,Finger Dexterity; Arm-Hand Steadiness; Manual Dexterity; Near Vision; Control Precision; Visualization,Microsoft Excel; Microsoft Office software,,Realistic; Second Interest High-Point; Conventional,Engineering; Physical/Manual Labor; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation,"Record repairs made, time spent, and parts used.; Test and inspect engines to determine malfunctions, to locate missing and broken parts, and to verify repairs, using diagnostic instruments.; Dismantle engines, using hand tools, and examine parts for defects.; Repair and maintain gasoline engines used to power equipment such as portable saws, lawn mowers, generators, and compressors.; Adjust points, valves, carburetors, distributors, and spark plug gaps, using feeler gauges.",O*NET
49-3091.00,Bicycle Repairers,2,Less than a High School Diploma,Active Listening; Critical Thinking; Reading Comprehension; Speaking; Monitoring; Writing,Repairing; Troubleshooting; Service Orientation; Time Management; Equipment Maintenance; Quality Control Analysis,Mechanical; Customer and Personal Service; Sales and Marketing; Public Safety and Security; Production and Processing; Engineering and Technology,Near Vision; Finger Dexterity; Visualization; Arm-Hand Steadiness; Information Ordering; Manual Dexterity,Microsoft Excel; Microsoft Outlook; Microsoft Word,,Realistic; Second Interest High-Point; Conventional,Engineering; Physical/Manual Labor; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation,Install and adjust speed and gear mechanisms.; Install and adjust brakes and brake pads.; Install new tires and tubes.; Assemble new bicycles.; Estimate costs of repairing bicycles and write service tickets.,O*NET
49-3092.00,Recreational Vehicle Service Technicians,2,Less than a High School Diploma,Active Learning; Active Listening; Critical Thinking; Reading Comprehension; Speaking; Monitoring,Repairing; Troubleshooting; Complex Problem Solving; Equipment Maintenance; Operation and Control; Operations Monitoring,Mechanical; Building and Construction; Customer and Personal Service; Administration and Management; Education and Training; English Language,Near Vision; Manual Dexterity; Problem Sensitivity; Finger Dexterity; Oral Expression; Control Precision,Facebook; Microsoft Excel; Microsoft Office software; Microsoft Word,,Realistic; Second Interest High-Point; Conventional,Engineering; Physical/Manual Labor; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation,"Diagnose and repair furnace or air conditioning systems.; Connect electrical systems to outside power sources, and activate switches to test the operation of appliances or light fixtures.; Examine or test operation of parts or systems to ensure completeness of repairs.; Repair plumbing or propane gas lines, using caulking compounds and plastic or copper pipe.; Inspect recreational vehicles to diagnose problems and perform necessary adjustment, repair, or overhaul.",O*NET
49-3093.00,Tire Repairers and Changers,2,High School Diploma or the equivalent (such as a GED),Active Listening; Speaking; Critical Thinking; Monitoring; Reading Comprehension; Active Learning,Time Management; Service Orientation; Operation and Control; Operations Monitoring; Repairing; Troubleshooting,Mechanical; Customer and Personal Service; Administration and Management; Production and Processing; Education and Training; Public Safety and Security,Static Strength; Manual Dexterity; Multilimb Coordination; Trunk Strength; Extent Flexibility; Near Vision,Microsoft Excel; Microsoft Outlook; Microsoft Word,Microsoft Outlook,Realistic; Second Interest High-Point; Conventional,Mechanics/Electronics; Physical/Manual Labor; Construction/Woodwork; Transportation/Machine Operation; Protective Service,"Unbolt and remove wheels from vehicles, using lug wrenches or other hand or power tools.; Place wheels on balancing machines to determine counterweights required to balance wheels.; Identify tire size and ply and inflate tires accordingly.; Raise vehicles, using hydraulic jacks.; Reassemble tires onto wheels.",O*NET
49-9011.00,Mechanical Door Repairers,2,High School Diploma or the equivalent (such as a GED),Critical Thinking; Active Listening; Active Learning; Monitoring; Reading Comprehension; Speaking,Installation; Quality Control Analysis; Repairing; Complex Problem Solving; Operations Monitoring; Coordination,Administration and Management; Customer and Personal Service; Building and Construction; Mechanical; English Language; Mathematics,Manual Dexterity; Arm-Hand Steadiness; Near Vision; Finger Dexterity; Problem Sensitivity; Trunk Strength,Facebook; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Microsoft Windows,,Realistic; Second Interest High-Point; Conventional,Engineering; Mechanics/Electronics; Physical/Manual Labor; Construction/Woodwork; Transportation/Machine Operation,"Wind large springs with upward motion of arm.; Complete required paperwork, such as work orders, according to services performed or required.; Repair or replace worn or broken door parts, using hand tools.; Fasten angle iron back-hangers to ceilings and tracks, using fasteners or welding equipment.; Carry springs to tops of doors, using ladders or scaffolding, and attach springs to tracks to install spring systems.",O*NET
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",3,High School Diploma or the equivalent (such as a GED),Critical Thinking; Active Listening; Monitoring; Speaking; Reading Comprehension; Writing,Repairing; Equipment Maintenance; Judgment and Decision Making; Operations Monitoring; Quality Control Analysis; Troubleshooting,Mechanical; Engineering and Technology; Public Safety and Security; Computers and Electronics; Customer and Personal Service; Mathematics,Near Vision; Oral Comprehension; Problem Sensitivity; Oral Expression; Arm-Hand Steadiness; Deductive Reasoning,Autodesk AutoCAD; Microsoft Access; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Microsoft SharePoint; Microsoft Visio; Microsoft Windows; Microsoft Word; Oracle Primavera Enterprise Project Portfolio Management; SAP software; Structured query language SQL,Microsoft Excel; Microsoft Office software; Microsoft Outlook,Realistic; Second Interest High-Point; Conventional,Engineering; Physical/Manual Labor; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation,"Record maintenance information, including test results, material usage, and repairs made.; Install, inspect and test electric meters, relays, and power sources to detect causes of malfunctions and inaccuracies, using hand tools and testing equipment.; Calibrate instrumentation, such as meters, gauges, and regulators, for pressure, temperature, flow, and level.; Test valves and regulators for leaks and accurate temperature and pressure settings, using precision testing equipment.; Record meter readings and installation data on meter cards, work orders, or field service orders, or enter data into hand-held computers.",O*NET
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3,,Critical Thinking; Reading Comprehension; Active Learning; Active Listening; Monitoring; Speaking,Operations Monitoring; Troubleshooting; Repairing; Equipment Maintenance; Installation; Complex Problem Solving,Building and Construction; Customer and Personal Service; Mechanical; Administration and Management; Education and Training; Mathematics,Deductive Reasoning; Inductive Reasoning; Near Vision; Problem Sensitivity; Arm-Hand Steadiness; Oral Comprehension,Adobe Acrobat; Autodesk AutoCAD; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Microsoft Word; SAP software,,Realistic; Second Interest High-Point; Conventional,Engineering; Physical/Manual Labor; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation,"Discuss heating or cooling system malfunctions with users to isolate problems or to verify that repairs corrected malfunctions.; Test electrical circuits or components for continuity, using electrical test equipment.; Repair or replace defective equipment, components, or wiring.; Lay out and connect electrical wiring between controls and equipment, according to wiring diagrams, using electrician's hand tools.; Schedule work with customers and initiate work orders, house requisitions, and orders from stock.",O*NET
49-9031.00,Home Appliance Repairers,2,High School Diploma or the equivalent (such as a GED),Critical Thinking; Speaking; Active Listening; Reading Comprehension; Active Learning; Monitoring,Repairing; Equipment Maintenance; Troubleshooting; Operations Monitoring; Quality Control Analysis; Complex Problem Solving,Customer and Personal Service; Mechanical; English Language; Administration and Management; Administrative; Computers and Electronics,Arm-Hand Steadiness; Finger Dexterity; Manual Dexterity; Near Vision; Oral Expression; Problem Sensitivity,Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft Windows; Microsoft Word,,Realistic; Second Interest High-Point; Conventional,Engineering; Physical/Manual Labor; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation,"Bill customers for repair work, and collect payment.; Observe and examine appliances during operation to detect specific malfunctions such as loose parts or leaking fluid.; Talk to customers or refer to work orders to establish the nature of appliance malfunctions.; Refer to schematic drawings, product manuals, and troubleshooting guides to diagnose and repair problems.; Trace electrical circuits, following diagrams, and conduct tests with circuit testers and other equipment to locate shorts and grounds.",O*NET
49-9041.00,Industrial Machinery Mechanics,3,Post-Secondary Certificate,Critical Thinking; Active Learning; Active Listening; Monitoring; Speaking; Reading Comprehension,Equipment Maintenance; Operation and Control; Operations Monitoring; Repairing; Troubleshooting; Quality Control Analysis,Mechanical; English Language; Production and Processing; Engineering and Technology; Design; Mathematics,Control Precision; Finger Dexterity; Manual Dexterity; Near Vision; Problem Sensitivity; Arm-Hand Steadiness,Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Microsoft Word; SAP software,,Realistic; Second Interest High-Point; Conventional,Engineering; Physical/Manual Labor; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation,"Repair or maintain the operating condition of industrial production or processing machinery or equipment.; Repair or replace broken or malfunctioning components of machinery or equipment.; Clean, lubricate, or adjust parts, equipment, or machinery.; Disassemble machinery or equipment to remove parts and make repairs.; Reassemble equipment after completion of inspections, testing, or repairs.",O*NET
49-9043.00,"Maintenance Workers, Machinery",3,Post-Secondary Certificate,Active Listening; Critical Thinking; Reading Comprehension; Speaking; Active Learning; Monitoring,Equipment Maintenance; Operations Monitoring; Repairing; Troubleshooting; Operation and Control; Quality Control Analysis,Mechanical; Production and Processing; Administration and Management; English Language; Design; Education and Training,Arm-Hand Steadiness; Problem Sensitivity; Manual Dexterity; Near Vision; Control Precision; Extent Flexibility,Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Microsoft Word; SAP software,,Realistic; Second Interest High-Point; Conventional,Engineering; Physical/Manual Labor; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation,"Dismantle machines and remove parts for repair, using hand tools, chain falls, jacks, cranes, or hoists.; Reassemble machines after the completion of repair or maintenance work.; Record production, repair, and machine maintenance information.; Lubricate or apply adhesives or other materials to machines, machine parts, or other equipment according to specified procedures.; Install, replace, or change machine parts and attachments, according to production specifications.",O*NET
49-9044.00,Millwrights,2,High School Diploma or the equivalent (such as a GED),Critical Thinking; Active Listening; Monitoring; Reading Comprehension; Speaking; Learning Strategies,Equipment Maintenance; Installation; Troubleshooting; Operations Monitoring; Repairing; Operation and Control,Mechanical; Mathematics; Building and Construction; Education and Training; Engineering and Technology; Public Safety and Security,Manual Dexterity; Near Vision; Arm-Hand Steadiness; Control Precision; Finger Dexterity; Multilimb Coordination,Autodesk AutoCAD; Dassault Systemes SolidWorks; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft Word; SAP software,,Realistic; Second Interest High-Point; Conventional,Engineering; Mechanics/Electronics; Physical/Manual Labor; Construction/Woodwork; Transportation/Machine Operation,"Replace defective parts of machine, or adjust clearances and alignment of moving parts.; Align machines or equipment, using hoists, jacks, hand tools, squares, rules, micrometers, lasers, or plumb bobs.; Insert shims, adjust tension on nuts and bolts, or position parts, using hand tools and measuring instruments, to set specified clearances between moving and stationary parts.; Signal crane operator to lower basic assembly units to bedplate, and align unit to centerline.; Conduct preventative maintenance and repair, and lubricate machines and equipment.",O*NET
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",2,High School Diploma or the equivalent (such as a GED),Active Listening; Critical Thinking; Reading Comprehension; Monitoring; Speaking; Writing,Operations Monitoring; Repairing; Equipment Maintenance; Operation and Control; Coordination; Time Management,Mechanical; Production and Processing; Public Safety and Security; English Language; Mathematics; Chemistry,Arm-Hand Steadiness; Extent Flexibility; Near Vision; Control Precision; Manual Dexterity; Multilimb Coordination,Microsoft Access; Microsoft Excel; Microsoft Outlook; Microsoft PowerPoint; Microsoft Word,,Realistic; Second Interest High-Point; Conventional,Mechanics/Electronics; Physical/Manual Labor; Construction/Woodwork; Transportation/Machine Operation; Protective Service,"Measure furnace walls to determine dimensions and cut required number of sheets from plastic block, using saws.; Reline or repair ladles and pouring spouts with refractory clay, using trowels.; Dry and bake new linings by placing inverted linings over burners, building fires in ladles, or by using blowtorches.; Remove worn or damaged plastic block refractory linings of furnaces, using hand tools.; Chip slag from linings of ladles or remove linings when beyond repair, using hammers and chisels.",O*NET
49-9051.00,Electrical Power-Line Installers and Repairers,2,High School Diploma or the equivalent (such as a GED),Active Listening; Monitoring; Critical Thinking; Active Learning; Reading Comprehension; Speaking,Troubleshooting; Operation and Control; Operations Monitoring; Complex Problem Solving; Coordination; Judgment and Decision Making,Building and Construction; English Language; Education and Training; Public Safety and Security; Transportation; Mechanical,Arm-Hand Steadiness; Multilimb Coordination; Near Vision; Problem Sensitivity; Control Precision; Deductive Reasoning,Bentley MicroStation; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft Word; Zoom,,Realistic; Second Interest High-Point; Conventional,Engineering; Transportation/Machine Operation; Physical/Manual Labor; Mechanics/Electronics; Construction/Woodwork,"Adhere to safety practices and procedures, such as checking equipment regularly and erecting barriers around work areas.; Drive vehicles equipped with tools and materials to job sites.; Open switches or attach grounding devices to remove electrical hazards from disturbed or fallen lines or to facilitate repairs.; Climb poles or use truck-mounted buckets to access equipment.; Install, maintain, and repair electrical distribution and transmission systems, including conduits, cables, wires, and related equipment, such as transformers, circuit breakers, and switches.",O*NET
49-9052.00,Telecommunications Line Installers and Repairers,2,High School Diploma or the equivalent (such as a GED),Critical Thinking; Monitoring; Speaking; Active Listening; Reading Comprehension; Active Learning,Quality Control Analysis; Coordination; Equipment Maintenance; Installation; Judgment and Decision Making; Operation and Control,Telecommunications; Customer and Personal Service; Engineering and Technology; Computers and Electronics; Public Safety and Security; Building and Construction,Oral Expression; Near Vision; Oral Comprehension; Problem Sensitivity; Deductive Reasoning; Information Ordering,Autodesk AutoCAD; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft Word; Slack,,Realistic; Second Interest High-Point; Conventional,Engineering; Physical/Manual Labor; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation,"Splice cables, using hand tools, epoxy, or mechanical equipment.; Inspect or test lines or cables, recording and analyzing test results, to assess transmission characteristics and locate faults or malfunctions.; Clean or maintain tools or test equipment.; Set up service for customers, installing, connecting, testing, or adjusting equipment, such as digital subscriber line modems.; Travel to customers' premises to install, maintain, or repair audio and visual electronic reception equipment or accessories.",O*NET
49-9061.00,Camera and Photographic Equipment Repairers,3,High School Diploma or the equivalent (such as a GED),Critical Thinking; Active Listening; Reading Comprehension; Active Learning; Speaking; Monitoring,Troubleshooting; Repairing; Equipment Maintenance; Quality Control Analysis; Complex Problem Solving; Judgment and Decision Making,Mechanical; Computers and Electronics; Customer and Personal Service; English Language; Engineering and Technology; Administrative,Near Vision; Visualization; Finger Dexterity; Arm-Hand Steadiness; Problem Sensitivity; Manual Dexterity,Microsoft Excel; Microsoft Office software; Microsoft Word,,Realistic; Second Interest High-Point; Conventional,Engineering; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation; Physical/Manual Labor,"Adjust cameras, photographic mechanisms, or equipment such as range and view finders, shutters, light meters, or lens systems, using hand tools.; Disassemble equipment to gain access to defect, using hand tools.; Test equipment performance, focus of lens system, diaphragm alignment, lens mounts, or film transport, using precision gauges.; Clean and lubricate cameras and polish camera lenses, using cleaning materials and work aids.; Install electrical assemblies and wiring in aircraft camera housings and memory cards or film in cameras, following blueprints and using hand tools and soldering equipment.",O*NET
49-9062.00,Medical Equipment Repairers,3,Associate's Degree or other 2-year degree,Critical Thinking; Reading Comprehension; Active Learning; Active Listening; Mathematics; Monitoring,Repairing; Equipment Maintenance; Troubleshooting; Operations Monitoring; Quality Control Analysis; Complex Problem Solving,Mechanical; Computers and Electronics; Customer and Personal Service; English Language; Engineering and Technology; Mathematics,Near Vision; Problem Sensitivity; Finger Dexterity; Deductive Reasoning; Arm-Hand Steadiness; Inductive Reasoning,Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Microsoft Word; Salesforce software; SAP software,Inventory control system software; Microsoft Office software,Realistic; Second Interest High-Point; Conventional,Health Care Service; Engineering; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation,"Test or calibrate components or equipment, following manufacturers' manuals and troubleshooting techniques, using hand tools, power tools, or measuring devices.; Inspect, test, or troubleshoot malfunctioning medical or related equipment, following manufacturers' specifications and using test and analysis instruments.; Perform preventive maintenance or service, such as cleaning, lubricating, or adjusting equipment.; Keep records of maintenance, repair, and required updates of equipment.; Disassemble malfunctioning equipment and remove, repair, or replace defective parts, such as motors, clutches, or transformers.",O*NET
49-9063.00,Musical Instrument Repairers and Tuners,3,Post-Secondary Certificate,Critical Thinking; Active Listening; Reading Comprehension; Speaking; Monitoring; Active Learning,Quality Control Analysis; Repairing; Troubleshooting; Complex Problem Solving; Judgment and Decision Making; Service Orientation,Customer and Personal Service; Mechanical; Fine Arts; English Language; Administration and Management; Sales and Marketing,Hearing Sensitivity; Arm-Hand Steadiness; Finger Dexterity; Manual Dexterity; Near Vision; Auditory Attention,,,Realistic; Second Interest High-Point; Conventional,Music; Physical/Manual Labor; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation,"Align pads and keys on reed or wind instruments.; Adjust string tensions to tune instruments, using hand tools and electronic tuning devices.; Solder posts and parts to hold them in their proper places.; Compare instrument pitches with tuning tool pitches to tune instruments.; Play instruments to evaluate their sound quality and to locate any defects.",O*NET
49-9064.00,Watch and Clock Repairers,3,High School Diploma or the equivalent (such as a GED),Critical Thinking; Active Listening; Speaking; Reading Comprehension; Monitoring; Active Learning,Repairing; Operations Monitoring; Equipment Maintenance; Judgment and Decision Making; Quality Control Analysis; Troubleshooting,Customer and Personal Service; Administration and Management; Mechanical; Administrative; Engineering and Technology; Production and Processing,Finger Dexterity; Arm-Hand Steadiness; Control Precision; Near Vision; Manual Dexterity; Information Ordering,Intuit QuickBooks; Microsoft Excel; Microsoft Office software; Microsoft Word; SAP software,,Realistic; Second Interest High-Point; Conventional,Engineering; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation; Physical/Manual Labor,"Clean, rinse, and dry timepiece parts, using solutions and ultrasonic or mechanical watch-cleaning machines.; Adjust timing regulators, using truing calipers, watch-rate recorders, and tweezers.; Reassemble timepieces, replacing glass faces and batteries, before returning them to customers.; Disassemble timepieces and inspect them for defective, worn, misaligned, or rusty parts, using loupes.; Oil moving parts of timepieces.",O*NET
49-9071.00,"Maintenance and Repair Workers, General",3,Post-Secondary Certificate,Critical Thinking; Active Learning; Monitoring; Active Listening; Reading Comprehension; Speaking,Equipment Maintenance; Repairing; Troubleshooting; Complex Problem Solving; Operation and Control; Operations Monitoring,Mechanical; English Language; Building and Construction; Mathematics; Production and Processing; Customer and Personal Service,Arm-Hand Steadiness; Information Ordering; Manual Dexterity; Near Vision; Problem Sensitivity; Control Precision,Apple macOS; Autodesk AutoCAD; Facebook; Google Docs; Linux; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Microsoft Project; Microsoft Windows; Microsoft Word; Oracle Primavera Enterprise Project Portfolio Management; SAP software; Yardi software,Microsoft Office software,Realistic; Second Interest High-Point; Conventional,Engineering; Construction/Woodwork; Physical/Manual Labor; Mechanics/Electronics; Transportation/Machine Operation,"Perform routine maintenance, such as inspecting drives, motors, or belts, checking fluid levels, replacing filters, or doing other preventive maintenance actions.; Inspect, operate, or test machinery or equipment to diagnose machine malfunctions.; Adjust functional parts of devices or control instruments, using hand tools, levels, plumb bobs, or straightedges.; Repair machines, equipment, or structures, using tools such as hammers, hoists, saws, drills, wrenches, or equipment such as precision measuring instruments or electrical or electronic testing devices.; Order parts, supplies, or equipment from catalogs or suppliers.",O*NET
49-9081.00,Wind Turbine Service Technicians,3,Post-Secondary Certificate,Critical Thinking; Monitoring; Reading Comprehension; Active Learning; Active Listening; Speaking,Equipment Maintenance; Operations Monitoring; Repairing; Troubleshooting; Complex Problem Solving; Quality Control Analysis,Mechanical; Computers and Electronics; English Language; Public Safety and Security; Engineering and Technology; Education and Training,Problem Sensitivity; Finger Dexterity; Near Vision; Oral Comprehension; Arm-Hand Steadiness; Deductive Reasoning,Microsoft Access; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Microsoft Project; Microsoft Word; SAP software; Structured query language SQL,Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint,Realistic; Second Interest High-Point; Conventional,Physical/Manual Labor; Engineering; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation,"Troubleshoot or repair mechanical, hydraulic, or electrical malfunctions related to variable pitch systems, variable speed control systems, converter systems, or related components.; Perform routine maintenance on wind turbine equipment, underground transmission systems, wind fields substations, or fiber optic sensing and control systems.; Diagnose problems involving wind turbine generators or control systems.; Test electrical components of wind systems with devices, such as voltage testers, multimeters, oscilloscopes, infrared testers, or fiber optic equipment.; Start or restart wind turbine generator systems to ensure proper operations.",O*NET
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",2,High School Diploma or the equivalent (such as a GED),Active Listening; Critical Thinking; Monitoring; Reading Comprehension; Speaking; Active Learning,Repairing; Equipment Maintenance; Troubleshooting; Operation and Control; Operations Monitoring; Quality Control Analysis,Computers and Electronics; Mechanical; Customer and Personal Service; English Language; Engineering and Technology; Administrative,Finger Dexterity; Manual Dexterity; Arm-Hand Steadiness; Control Precision; Near Vision; Information Ordering,Microsoft Excel; Microsoft Outlook; Microsoft PowerPoint; Microsoft Word,,Realistic; Second Interest High-Point; Conventional,Physical/Manual Labor; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation; Protective Service,"Keep records of merchandise distributed and money collected.; Fill machines with products, ingredients, money, and other supplies.; Inspect machines and meters to determine causes of malfunctions and fix minor problems such as jammed bills or stuck products.; Collect coins and bills from machines, prepare invoices, and settle accounts with concessionaires.; Test machines to determine proper functioning.",O*NET
49-9092.00,Commercial Divers,3,Post-Secondary Certificate,Active Listening; Critical Thinking; Speaking; Reading Comprehension; Active Learning; Monitoring,Operations Monitoring; Quality Control Analysis; Complex Problem Solving; Coordination; Equipment Maintenance; Judgment and Decision Making,Mechanical; Building and Construction; Public Safety and Security; Physics; Design; Customer and Personal Service,Problem Sensitivity; Arm-Hand Steadiness; Inductive Reasoning; Information Ordering; Oral Comprehension; Oral Expression,,,Realistic; Third Interest High-Point; Investigative,Engineering; Mechanics/Electronics; Physical/Manual Labor; Construction/Woodwork; Transportation/Machine Operation,"Check and maintain diving equipment, such as helmets, masks, air tanks, harnesses, or gauges.; Take appropriate safety precautions, such as monitoring dive lengths and depths and registering with authorities before diving expeditions begin.; Communicate with workers on the surface while underwater, using signal lines or telephones.; Descend into water with the aid of diver helpers, using scuba gear or diving suits.; Inspect and test docks, ships, buoyage systems, plant intakes or outflows, or underwater pipelines, cables, or sewers, using closed circuit television, still photography, and testing equipment.",O*NET
49-9094.00,Locksmiths and Safe Repairers,2,High School Diploma or the equivalent (such as a GED),Critical Thinking; Active Listening; Speaking; Reading Comprehension; Writing; Active Learning,Repairing; Time Management; Quality Control Analysis; Service Orientation; Complex Problem Solving; Installation,Mechanical; Customer and Personal Service; Public Safety and Security; English Language; Administration and Management; Law and Government,Arm-Hand Steadiness; Near Vision; Finger Dexterity; Control Precision; Visualization; Manual Dexterity,Intuit QuickBooks; Microsoft Excel; Microsoft Office software; Microsoft Outlook; Microsoft PowerPoint; Microsoft Word,,Realistic; Second Interest High-Point; Conventional,Physical/Manual Labor; Mechanics/Electronics; Construction/Woodwork; Transportation/Machine Operation; Protective Service,"Cut new or duplicate keys, using impressions or code key machines.; Insert new or repaired tumblers into locks to change combinations.; Move picklocks in cylinders to open door locks without keys.; Cut new or duplicate keys, using key cutting machines.; Open safe locks by drilling.",O*NET
