onet_soc_code,title,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
21-1092.00,Probation Officers and Correctional Treatment Specialists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,88.03,08/2020,Incumbent,O*NET
21-1093.00,Social and Human Service Assistants,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,39.39,08/2020,Incumbent,O*NET
21-1094.00,Community Health Workers,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,55.96,08/2026,Incumbent,O*NET
21-2011.00,Clergy,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,47.82,08/2023,Incumbent,O*NET
21-2021.00,"Directors, Religious Activities and Education",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,53.58,08/2023,Incumbent,O*NET
23-1011.00,Lawyers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,77.19,08/2024,Incumbent,O*NET
23-1012.00,Judicial Law Clerks,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,51.87,08/2021,Incumbent,O*NET
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,37.34,08/2020,Incumbent,O*NET
23-1022.00,"Arbitrators, Mediators, and Conciliators",RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",36.84,08/2024,Occupational Expert,O*NET
23-1023.00,"Judges, Magistrate Judges, and Magistrates",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,66.47,08/2020,Incumbent,O*NET
23-2011.00,Paralegals and Legal Assistants,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,36.94,08/2024,Incumbent,O*NET
23-2093.00,"Title Examiners, Abstractors, and Searchers",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),54.52,08/2026,Incumbent,O*NET
25-1011.00,"Business Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,72.77,08/2019,Incumbent,O*NET
25-1021.00,"Computer Science Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,47.35,08/2019,Incumbent,O*NET
25-1022.00,"Mathematical Science Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,43.0,08/2019,Incumbent,O*NET
25-1031.00,"Architecture Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,44.63,08/2019,Incumbent,O*NET
25-1032.00,"Engineering Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,5.09,08/2019,Incumbent,O*NET
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,55.31,08/2019,Incumbent,O*NET
25-1042.00,"Biological Science Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,48.44,08/2019,Incumbent,O*NET
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,22.15,08/2020,Incumbent,O*NET
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,46.48,08/2019,Incumbent,O*NET
25-1052.00,"Chemistry Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,35.27,08/2019,Incumbent,O*NET
25-1053.00,"Environmental Science Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,52.49,08/2019,Incumbent,O*NET
25-1054.00,"Physics Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,53.82,08/2019,Incumbent,O*NET
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,68.18,08/2025,Occupational Expert,O*NET
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,60.52,08/2019,Incumbent,O*NET
25-1063.00,"Economics Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,80.8,08/2019,Incumbent,O*NET
25-1064.00,"Geography Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,80.29,08/2019,Incumbent,O*NET
25-1065.00,"Political Science Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,96.54,08/2019,Incumbent,O*NET
25-1066.00,"Psychology Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,54.58,08/2019,Incumbent,O*NET
25-1067.00,"Sociology Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,76.68,08/2019,Incumbent,O*NET
25-1071.00,"Health Specialties Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,35.94,08/2019,Incumbent,O*NET
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,50.08,08/2019,Incumbent,O*NET
25-1081.00,"Education Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,89.76,08/2019,Incumbent,O*NET
25-1082.00,"Library Science Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,65.24,08/2019,Incumbent,O*NET
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,38.89,08/2019,Incumbent,O*NET
25-1112.00,"Law Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",46.18,08/2019,Incumbent,O*NET
25-1113.00,"Social Work Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,60.7,08/2021,Incumbent,O*NET
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,50.68,08/2019,Incumbent,O*NET
25-1122.00,"Communications Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,70.85,08/2019,Incumbent,O*NET
25-1123.00,"English Language and Literature Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,58.38,08/2019,Incumbent,O*NET
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,73.42,08/2019,Incumbent,O*NET
25-1125.00,"History Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2019,Incumbent,O*NET
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,73.83,08/2019,Incumbent,O*NET
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,48.02,08/2019,Incumbent,O*NET
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,74.16,08/2019,Incumbent,O*NET
25-1194.00,"Career/Technical Education Teachers, Postsecondary",RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,42.29,08/2019,Incumbent,O*NET
25-2011.00,"Preschool Teachers, Except Special Education",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),28.75,08/2019,Incumbent,O*NET
25-2012.00,"Kindergarten Teachers, Except Special Education",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,75.66,08/2018,Incumbent,O*NET
25-2021.00,"Elementary School Teachers, Except Special Education",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,78.17,08/2024,Incumbent,O*NET
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,66.94,08/2024,Incumbent,O*NET
25-2023.00,"Career/Technical Education Teachers, Middle School",RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,85.76,08/2026,Incumbent,O*NET
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,76.97,08/2025,Incumbent,O*NET
25-2032.00,"Career/Technical Education Teachers, Secondary School",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,40.12,08/2025,Incumbent,O*NET
25-2051.00,"Special Education Teachers, Preschool",RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,44.19,08/2026,Incumbent,O*NET
25-2055.00,"Special Education Teachers, Kindergarten",RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,56.08,08/2026,Incumbent,O*NET
25-2056.00,"Special Education Teachers, Elementary School",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,51.39,08/2025,Incumbent,O*NET
25-2057.00,"Special Education Teachers, Middle School",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,82.52,08/2026,Incumbent,O*NET
25-2058.00,"Special Education Teachers, Secondary School",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,42.35,08/2025,Incumbent,O*NET
25-2059.01,Adapted Physical Education Specialists,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,45.45,08/2026,Occupational Expert,O*NET
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,40.84,08/2018,Incumbent,O*NET
25-3021.00,Self-Enrichment Teachers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,18.48,08/2019,Incumbent,O*NET
25-3031.00,"Substitute Teachers, Short-Term",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,39.66,08/2025,Incumbent,O*NET
25-3041.00,Tutors,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,40.91,08/2022,Occupational Expert,O*NET
25-4011.00,Archivists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,83.87,08/2024,Occupational Expert,O*NET
25-4012.00,Curators,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,44.05,08/2018,Incumbent,O*NET
25-4013.00,Museum Technicians and Conservators,RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,73.08,08/2026,Occupational Expert,O*NET
25-4022.00,Librarians and Media Collections Specialists,RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,96.3,08/2026,Occupational Expert,O*NET
25-4031.00,Library Technicians,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,29.62,07/2017,Incumbent,O*NET
25-9021.00,Farm and Home Management Educators,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,70.37,08/2022,Occupational Expert,O*NET
25-9031.00,Instructional Coordinators,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,59.84,08/2018,Incumbent,O*NET
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),27.1,08/2024,Incumbent,O*NET
25-9043.00,"Teaching Assistants, Special Education",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),24.61,08/2025,Incumbent,O*NET
25-9044.00,"Teaching Assistants, Postsecondary",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,57.32,07/2016,Incumbent,O*NET
27-1011.00,Art Directors,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,68.02,08/2023,Incumbent,O*NET
27-1012.00,Craft Artists,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),26.09,08/2025,Occupational Expert,O*NET
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,35.12,07/2017,Incumbent,O*NET
27-1014.00,Special Effects Artists and Animators,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),5.4,08/2019,Incumbent,O*NET
27-1021.00,Commercial and Industrial Designers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,67.92,08/2019,Incumbent,O*NET
27-1022.00,Fashion Designers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,50.67,08/2024,Incumbent,O*NET
27-1023.00,Floral Designers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),71.43,08/2026,Occupational Expert,O*NET
27-1024.00,Graphic Designers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,65.0,08/2023,Occupational Expert,O*NET
27-1025.00,Interior Designers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,84.0,08/2024,Occupational Expert,O*NET
27-1026.00,Merchandise Displayers and Window Trimmers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),39.46,07/2015,Incumbent,O*NET
27-1027.00,Set and Exhibit Designers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,33.33,08/2021,Occupational Expert,O*NET
27-2011.00,Actors,RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,65.71,08/2026,Occupational Expert,O*NET
27-2012.00,Producers and Directors,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,56.67,08/2022,Incumbent,O*NET
27-2012.03,Media Programming Directors,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,52.0,08/2023,Incumbent,O*NET
27-2012.04,Talent Directors,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,42.31,08/2019,Incumbent,O*NET
27-2012.05,Media Technical Directors/Managers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,92.07,08/2019,Incumbent,O*NET
27-2021.00,Athletes and Sports Competitors,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,34.8,07/2016,Incumbent,O*NET
27-2022.00,Coaches and Scouts,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,48.89,08/2019,Incumbent,O*NET
27-2023.00,"Umpires, Referees, and Other Sports Officials",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),42.86,08/2021,Occupational Expert,O*NET
27-2031.00,Dancers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),45.06,08/2019,Incumbent,O*NET
27-2032.00,Choreographers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),33.33,08/2024,Occupational Expert,O*NET
27-2041.00,Music Directors and Composers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,28.21,08/2022,Incumbent,O*NET
27-2042.00,Musicians and Singers,RQ,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,14.9,08/2026,Incumbent,O*NET
27-2091.00,"Disc Jockeys, Except Radio",RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),52.0,08/2026,Occupational Expert,O*NET
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,30.3,08/2025,Incumbent,O*NET
27-3023.00,"News Analysts, Reporters, and Journalists",RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,83.57,08/2026,Incumbent,O*NET
27-3031.00,Public Relations Specialists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,90.91,08/2022,Occupational Expert,O*NET
27-3041.00,Editors,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,68.76,08/2026,Incumbent,O*NET
27-3042.00,Technical Writers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,35.25,07/2012,Incumbent,O*NET
27-3043.00,Writers and Authors,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,73.68,08/2026,Occupational Expert,O*NET
27-3043.05,"Poets, Lyricists and Creative Writers",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,31.82,08/2024,Occupational Expert,O*NET
27-3091.00,Interpreters and Translators,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,54.72,08/2021,Incumbent,O*NET
27-3092.00,Court Reporters and Simultaneous Captioners,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,47.83,08/2026,Occupational Expert,O*NET
27-4011.00,Audio and Video Technicians,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,42.67,08/2018,Incumbent,O*NET
27-4012.00,Broadcast Technicians,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,20.54,08/2026,Incumbent,O*NET
27-4014.00,Sound Engineering Technicians,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),32.0,08/2025,Occupational Expert,O*NET
27-4021.00,Photographers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,27.27,08/2021,Occupational Expert,O*NET
27-4031.00,"Camera Operators, Television, Video, and Film",RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,60.7,08/2019,Incumbent,O*NET
27-4032.00,Film and Video Editors,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,65.1,08/2020,Incumbent,O*NET
29-1011.00,Chiropractors,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,82.14,07/2013,Incumbent,O*NET
29-1021.00,"Dentists, General",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,61.86,08/2026,Incumbent,O*NET
29-1022.00,Oral and Maxillofacial Surgeons,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,72.2,07/2012,Incumbent,O*NET
29-1023.00,Orthodontists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,68.94,08/2023,Incumbent,O*NET
29-1024.00,Prosthodontists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,61.03,08/2024,Incumbent,O*NET
29-1031.00,Dietitians and Nutritionists,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,53.33,08/2021,Occupational Expert,O*NET
29-1041.00,Optometrists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,95.24,08/2021,Occupational Expert,O*NET
29-1051.00,Pharmacists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,78.36,08/2022,Incumbent,O*NET
29-1071.00,Physician Assistants,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,81.08,08/2021,Occupational Expert,O*NET
29-1071.01,Anesthesiologist Assistants,RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,96.3,08/2026,Occupational Expert,O*NET
29-1081.00,Podiatrists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,52.89,08/2022,Incumbent,O*NET
29-1122.00,Occupational Therapists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,86.36,08/2021,Occupational Expert,O*NET
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,56.52,08/2021,Occupational Expert,O*NET
29-1123.00,Physical Therapists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,47.13,08/2020,Incumbent,O*NET
29-1124.00,Radiation Therapists,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,50.14,07/2013,Incumbent,O*NET
29-1125.00,Recreational Therapists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,91.89,08/2022,Occupational Expert,O*NET
29-1126.00,Respiratory Therapists,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,99.18,08/2026,Incumbent,O*NET
29-1127.00,Speech-Language Pathologists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,88.52,08/2022,Incumbent,O*NET
29-1128.00,Exercise Physiologists,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,50.0,08/2026,Occupational Expert,O*NET
29-1129.01,Art Therapists,RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,97.14,08/2026,Occupational Expert,O*NET
29-1129.02,Music Therapists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,73.08,08/2021,Occupational Expert,O*NET
29-1131.00,Veterinarians,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,79.16,08/2020,Incumbent,O*NET
29-1141.00,Registered Nurses,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,22.5,08/2021,Incumbent,O*NET
29-1141.01,Acute Care Nurses,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,57.14,08/2025,Occupational Expert,O*NET
29-1141.02,Advanced Practice Psychiatric Nurses,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,86.96,08/2023,Occupational Expert,O*NET
29-1141.03,Critical Care Nurses,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,50.0,08/2021,Occupational Expert,O*NET
29-1141.04,Clinical Nurse Specialists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,85.71,08/2025,Occupational Expert,O*NET
29-1151.00,Nurse Anesthetists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,55.56,08/2021,Occupational Expert,O*NET
29-1161.00,Nurse Midwives,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,81.25,08/2021,Occupational Expert,O*NET
29-1171.00,Nurse Practitioners,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,65.22,08/2021,Occupational Expert,O*NET
29-1181.00,Audiologists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,95.45,08/2021,Occupational Expert,O*NET
29-1211.00,Anesthesiologists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,69.18,07/2012,Incumbent,O*NET
29-1213.00,Dermatologists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,56.38,08/2021,Incumbent,O*NET
29-1214.00,Emergency Medicine Physicians,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,62.07,08/2025,Occupational Expert,O*NET
29-1215.00,Family Medicine Physicians,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,28.89,08/2020,Incumbent,O*NET
29-1216.00,General Internal Medicine Physicians,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,53.01,08/2021,Incumbent,O*NET
29-1217.00,Neurologists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,63.66,07/2012,Incumbent,O*NET
29-1218.00,Obstetricians and Gynecologists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,74.01,08/2023,Incumbent,O*NET
29-1221.00,"Pediatricians, General",RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,78.3,08/2020,Incumbent,O*NET
29-1222.00,"Physicians, Pathologists",RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,62.04,08/2020,Incumbent,O*NET
29-1223.00,Psychiatrists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,58.53,07/2014,Incumbent,O*NET
29-1224.00,Radiologists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,57.86,08/2023,Incumbent,O*NET
29-1229.01,Allergists and Immunologists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,52.95,08/2022,Incumbent,O*NET
29-1229.02,Hospitalists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,48.0,08/2021,Occupational Expert,O*NET
29-1229.03,Urologists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,64.43,08/2023,Incumbent,O*NET
29-1229.04,Physical Medicine and Rehabilitation Physicians,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,54.89,07/2012,Incumbent,O*NET
29-1229.05,Preventive Medicine Physicians,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,73.68,08/2023,Occupational Expert,O*NET
29-1229.06,Sports Medicine Physicians,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,07/2012,Incumbent,O*NET
29-1241.00,"Ophthalmologists, Except Pediatric",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,20.03,08/2022,Incumbent,O*NET
29-1291.00,Acupuncturists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,67.86,08/2025,Occupational Expert,O*NET
29-1292.00,Dental Hygienists,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,75.18,08/2021,Incumbent,O*NET
29-1299.01,Naturopathic Physicians,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,96.0,08/2021,Occupational Expert,O*NET
29-1299.02,Orthoptists,RQ,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,66.67,08/2026,Occupational Expert,O*NET
29-2011.00,Medical and Clinical Laboratory Technologists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,52.12,08/2025,Incumbent,O*NET
29-2011.01,Cytogenetic Technologists,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,100.0,08/2026,Occupational Expert,O*NET
29-2011.02,Cytotechnologists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,50.0,08/2021,Occupational Expert,O*NET
29-2011.04,Histotechnologists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,42.86,08/2024,Occupational Expert,O*NET
29-2012.00,Medical and Clinical Laboratory Technicians,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),3.49,08/2026,Incumbent,O*NET
29-2012.01,Histology Technicians,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,48.0,08/2025,Occupational Expert,O*NET
29-2031.00,Cardiovascular Technologists and Technicians,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,62.9,07/2014,Incumbent,O*NET
29-2032.00,Diagnostic Medical Sonographers,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,67.07,08/2026,Incumbent,O*NET
29-2033.00,Nuclear Medicine Technologists,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,62.63,07/2013,Incumbent,O*NET
29-2034.00,Radiologic Technologists and Technicians,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,60.71,08/2026,Occupational Expert,O*NET
29-2035.00,Magnetic Resonance Imaging Technologists,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,65.22,08/2023,Occupational Expert,O*NET
29-2036.00,Medical Dosimetrists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,40.0,08/2024,Occupational Expert,O*NET
29-2043.00,Paramedics,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,41.94,08/2026,Occupational Expert,O*NET
29-2051.00,Dietetic Technicians,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,34.57,08/2021,Incumbent,O*NET
29-2052.00,Pharmacy Technicians,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,41.97,08/2021,Incumbent,O*NET
29-2053.00,Psychiatric Technicians,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),19.77,08/2023,Incumbent,O*NET
29-2055.00,Surgical Technologists,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,41.2,08/2026,Incumbent,O*NET
29-2056.00,Veterinary Technologists and Technicians,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),41.25,08/2020,Incumbent,O*NET
29-2057.00,Ophthalmic Medical Technicians,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),59.09,08/2020,Occupational Expert,O*NET
